Galaxy Type,Rotation Curve Shape,Environment,Redshift,Baryonic Mass (Msun),Surface Brightness (mag/arcsec^2),Velocity Dispersion (km/s),HI Line Width (km/s),Outer Curve Slope,Mass-to-Light Ratio,Halo Concentration,Lensing Shear |gamma|,Gas Fraction,Stellar Age (Gyr),Metallicity [Fe/H],Environment Density,TF Residual (mag),Dark Matter Detected
Irregular,Flat,Void,0.1352,33018552211.161,23.56442055025541,135.81813053186232,126.87085421030712,0.3669153114444864,5.477152583988626,11.03183152898997,0.0141227692619998,0.4733484017489378,2.8431457188486604,0.0154601138267631,0.0,0.1282009629736956,0
Dwarf,Declining,Group,0.1197,18781110148.59907,20.97527223654837,147.54058392459365,168.3346533254407,-0.0561430440511103,8.818867264590166,11.077052507519706,0.0230685747455049,0.5219519534133029,6.59819354594105,-1.1569429236763171,0.5261381066903298,-0.3303385153467834,0
Spiral,Rising,Group,0.1012,3092929773.978033,24.14959547412841,121.99475376005896,254.0815149648136,0.079673046091795,7.700496258513649,15.354119002176152,0.0093908770638392,0.3219218043646967,6.7289861746977255,-0.11773157603294,0.5407689949453116,0.0520021123115563,0
Lenticular,Flat,Cluster,0.0996,7452635174.999757,19.5292362116208,216.2930288589917,245.16327829165957,-0.1895079272567139,9.71557754791013,8.98396245903846,0.0082988538392746,0.1408121897743846,3.9173887922829422,0.0510147471336925,1.0483071730699791,0.2429152737109938,0
Dwarf,Declining,Cluster,0.1098,10750626585.87792,19.982860907611684,177.1191907643381,229.2433411485409,-0.1569815724710152,4.311477807921206,8.719393177321157,0.0099503806716159,0.3520327146159079,6.686664472797269,-0.364370343199986,0.9445624983466882,0.2159914708650992,0
Irregular,Rising,Group,0.0467,16831871952.02604,21.93025827124147,190.53443270920175,295.35792167227004,0.1773744804000065,9.460455641447853,12.822430731802228,0.0022082542740674,0.3503532837110185,4.383447054526826,0.1176429683977356,0.4944377245070029,-0.0953703834821446,0
Dwarf,Declining,Field,0.1183,13499631914.84293,23.760191011361467,169.32880662042894,234.32720909487816,-0.0312656705175314,7.642914480199624,11.357885670762988,0.0005452420365518,0.1517707895919627,5.9039643031618025,-0.6758236939246496,0.2735942929850797,-0.0092824852691092,0
Dwarf,Rising,Void,0.0391,24035100030.347343,21.21648245052005,73.85693473272153,219.02422714813076,0.0256521796964934,5.33058803195477,8.336225731778264,0.0036012198011583,0.1959480298417558,5.969400759153568,-0.3247521510104485,0.0223474574879558,-0.2016592204924958,0
Dwarf,Rising,Void,0.025,24849729746.21253,20.768553820957216,123.90128290005242,136.4634987061105,-0.1022729452198926,8.602550891827791,10.29171452285182,0.0259791584520261,0.3477687522431641,4.326795618621641,-0.6359974819576879,0.134033455906729,0.1164848327567363,0
Elliptical,Rising,Field,0.1137,36253593008.2625,22.466454855959345,154.1612824494075,189.18997712423956,0.154677751020363,9.45590984918942,12.178571944870477,0.0114685678789802,0.1866567135346022,7.073979831669735,0.1164373772203349,0.2152712984390008,0.1315246344096079,0
Dwarf,Declining,Group,0.0719,186414299482.51483,21.822203621676124,68.13966677444017,123.42966269668408,0.0254592627607392,10.987576173117082,10.72279849672496,0.0189128768579899,0.5449748089896228,6.9848266523078255,-0.970120528810594,0.4794253377848631,-0.1098756082985923,0
Dwarf,Declining,Void,0.0913,11588916051.04651,21.453141805093832,106.98984345657576,206.45472857400608,-0.0409061619002828,5.19728280755612,11.57822056459635,0.0071794324604065,0.3325636991082087,7.910903660222717,-0.1682709699106194,0.0946794566132852,-0.0601497718203576,0
Dwarf,Rising,Void,0.056,19373220395.68591,23.45638627993052,138.08086543136906,40.0,0.1767529166201125,6.646473928281757,8.824068364268012,0.0133998235106594,0.4527240685610871,4.667910996245872,-0.0979897871355374,0.0,-0.014457272033773,0
Elliptical,Flat,Void,0.0916,40048816171.4109,19.19153128595869,115.22275728407304,172.394544791367,0.0209282407548319,5.984456780716382,7.835422210766891,0.0043633501990891,0.2256249443392688,9.03032683648046,-0.0763955922380349,0.0676820925503354,-0.0350820766376902,0
Elliptical,Declining,Void,0.0202,20617460746.319675,21.69251722857918,155.68219575079314,233.13136912607916,-0.0204283888067526,11.535352550954991,5.792825570960488,0.0063285265570482,0.2690090436247835,9.281282920390955,-0.129396246241707,0.0292505986046992,-0.0781097687097425,0
Elliptical,Rising,Field,0.1276,146982979603.79166,23.160581778035883,156.189166006256,107.29214569330152,0.0003407921594252,8.76947593533062,9.128187319378906,0.0357758313529324,0.2311771507045491,6.934051696513707,0.0623441453352,0.173847573389866,0.0965989017796852,0
Irregular,Declining,Cluster,0.0791,7264124461.063582,22.56610746536944,180.51546699014145,166.68739417990497,-0.0891535723204056,9.305761871513193,8.844120518338581,0.015941004326395,0.3208774965093822,5.528027903337343,0.0689346825791267,1.0491133940175592,0.1078912855380482,0
Dwarf,Flat,Field,0.1263,197373763175.0644,21.414815530879142,53.26256031085831,165.69949608289014,-0.2971546248519847,14.230133977577072,12.144939703142883,0.0136158538470886,0.4081062981346097,2.8207274145397534,-0.1688364997923022,0.2474888720081766,-0.1729523072898945,0
Elliptical,Declining,Field,0.0573,55296217918.045074,21.705483533867994,20.0,70.70208676999368,0.0499548154018045,8.623251792842371,7.166781964991298,0.0003187096370799,0.2218172183986828,2.670317689591053,-0.0081808008564714,0.2583207881615617,-0.1998218633537468,0
Dwarf,Rising,Cluster,0.1333,17472701630.87139,22.497030805034672,77.03450611040384,284.41385425915286,0.0803254185100339,7.973198396324088,8.931868384158664,0.0196999776897993,0.1542905369901248,4.037339343874086,-0.4946765347994346,0.9864223657445852,0.3083215287927928,0
Irregular,Rising,Group,0.0967,20654413032.346542,24.759827617134075,100.2972599215297,146.51507194551334,-0.0597300705329329,4.223580620946991,11.563975984918342,0.0030769951755548,0.4325361751014978,3.685015096673992,0.0022151300406571,0.3947649176482906,0.3077719133908436,0
Dwarf,Declining,Void,0.0497,6172906485.900451,22.48409888269972,92.68634902137914,297.4416458808415,-0.0210419092472228,11.144088732851758,9.226633650699403,0.0112195654309548,0.3840350256106586,8.960019689641882,-0.0326834382091463,0.0167553658874076,-0.2173862220976974,0
Irregular,Declining,Cluster,0.1428,69635284867.84047,20.854190428033345,90.49287288862013,177.88618698042612,-0.0804368858780606,6.6007504819776965,11.141938093893527,0.0066895554221718,0.1241599038312441,7.236871279945199,-0.2089462734157623,1.0223889241515,-0.1218601737834805,0
Elliptical,Rising,Cluster,0.083,56968277995.79822,22.358914970914533,194.9652759944423,124.86270566619145,0.3438687657974936,6.4327627057069305,9.045655265004177,0.0116387237902559,0.0393926917133677,13.250587174911375,0.1007957548636516,0.9302680006470428,-0.1651885231216848,0
Dwarf,Flat,Field,0.1468,28023574587.90016,23.59302274613232,104.2325942753196,172.09879452974147,0.1527303491805199,6.587535026673391,7.010400886027401,0.0335805206246986,0.1497085596897892,8.631267419117204,-0.5362864946588761,0.1872778858237396,-0.1609500231147531,0
Lenticular,Declining,Field,0.1193,29895370684.535416,23.619373187861623,96.92468134094794,243.8393963487271,0.2147656240885792,4.514799923196961,8.82649414949319,0.0291071369994152,0.3077252116447764,6.461649160324254,-0.1859057034589568,0.1253146695286975,0.1166032594106794,0
Spiral,Rising,Group,0.0164,115335720577.84056,24.09058361528136,96.41616896634171,176.71469989393887,-0.0771246623533582,5.283904361954503,10.03123529681922,0.0131690077873902,0.14578325893438,7.763999533899168,-0.1669397716913047,0.4879766005138432,0.106719547735132,0
Lenticular,Rising,Cluster,0.0709,2905183770.206804,22.2952989285783,51.82517849069511,123.95244548968908,-0.0789255118546494,8.462239976446606,11.201866647264772,0.0085362778402242,0.2915053831329591,13.5,0.5,0.9734590747116016,0.2718050836618178,0
Spiral,Declining,Cluster,0.1201,95334543142.12836,22.47713302280741,163.0469462113834,166.74123732720994,-0.2029988464392114,10.812130900758945,8.941754219889615,0.0094709551605156,0.1066306120672348,6.711419950375505,-0.1948005522912954,0.9855072943196168,-0.0502558534102977,0
Elliptical,Flat,Cluster,0.0476,69910710510.90611,22.386973349878453,48.53341892417929,171.95261237047575,0.0008484507316251,5.647573119588774,9.800704472734004,0.0020147286290246,0.1791555196427053,13.30189482112015,0.1797745600092345,1.0031633826303494,-0.0778267969921766,0
Spiral,Rising,Void,0.0301,2493226047.5112634,22.50899362200474,98.03692794604731,223.3092159679502,0.0658430379933383,13.4786280407204,5.781663915104925,0.0230624452298574,0.3662458233428866,3.3538953104732454,0.0595586831569862,0.0417674761403204,0.0696674936243131,0
Spiral,Declining,Void,0.0491,57246352131.81374,22.3773360002446,65.32437162598606,283.4327752213608,0.0761985843802306,4.598686923740814,6.382218818942282,0.0116889869760719,0.2429999441804836,8.798053222865683,-0.5374550468096825,0.048376858687265,0.1525532709627286,0
Elliptical,Flat,Field,0.1047,49782192886.92459,22.75774596379932,109.428916234658,153.19132495136074,0.0066810311754063,11.985436432375192,6.693250969113994,0.0189238911891539,0.1312705654854145,5.376254684644113,0.3851483687814329,0.2728483552421927,0.1486600036247249,0
Spiral,Rising,Group,0.0727,10926076744.699,22.601308137979903,163.03077974828602,205.33417017292595,-0.2056841717400198,6.030541679543829,7.506882930996296,0.0164183182662701,0.2083808903672408,7.999010727729425,-0.2403409040915654,0.4398871010774507,-0.1264218408326416,0
Lenticular,Flat,Field,0.0075,9601697655.87684,20.065911868635816,102.12470393568098,257.4962242403194,0.0578202133271111,14.0397393643838,10.999435566808591,0.0133335353797318,0.6012698531338656,8.834417139693638,0.3747168419683222,0.21708282183979,0.1497701856934499,0
Irregular,Declining,Cluster,0.0077,17030760883.731544,24.10202126298272,178.20913585569258,199.06207312620168,-0.0456609058825862,4.951950411775334,9.054593614901526,0.0283175612621616,0.2818229006123259,7.811161236335771,0.2914305268923665,1.0977495954684298,-0.0486895343845522,0
Lenticular,Declining,Group,0.0699,62877952338.57018,23.59927192717547,89.59632576732793,121.32228589738888,-0.1257685487594651,10.343543615671225,9.109340072346436,0.0313695157202676,0.3395173380977853,4.799394644819477,-0.2223741087680977,0.4366063403683509,-0.0839903691542328,0
Spiral,Flat,Field,0.0217,7413886658.166548,21.458332332545396,86.89803954390837,201.8926807162659,-0.1116883828879754,7.787853224826613,7.665955799975308,0.0077209944289739,0.2478067886522975,6.749150237868069,-0.1785120161187582,0.127054116771358,0.0461116149741035,0
Spiral,Rising,Field,0.1124,33070225969.94955,20.6023785874662,136.81928050943998,233.30505497576348,0.0430251464469919,8.1339748428904,9.486406105330923,0.0040141715609053,0.4830743233037272,6.206947144968879,0.2799112215411252,0.1683384270338093,0.0261917771251807,0
Dwarf,Flat,Group,0.1276,18748964652.53269,23.43090975339332,140.61360616291037,128.78681152035728,-0.035794142324267,10.275059097932196,7.624944862723547,0.0197835461641976,0.3707796694011594,8.771055367296485,-0.3551442073083993,0.5307876137371139,-0.039337028780542,0
Spiral,Declining,Void,0.105,8562230067.515717,23.79666717617239,65.31361198006189,200.59822311567348,0.0215035144486715,8.39539528103246,9.152417310248596,0.0328704086622364,0.4002350293763782,5.576161971246443,0.0331845843760246,0.1180618774320993,0.3668967917157043,0
Irregular,Declining,Field,0.0252,30587214666.337925,22.527061517477776,107.8722658648099,171.01120550233318,0.0899332537217704,10.338588262314351,6.384855364028864,0.0031602001768751,0.4673683397164365,8.105111465832628,-0.1509258954721193,0.1698012359496456,-0.1051838988947152,0
Dwarf,Declining,Cluster,0.1208,26113561062.68189,24.499901948682712,67.17912026522002,97.191593488862,-0.1024878115717037,5.9997474493794325,10.58169052838676,0.0257184394786707,0.52344922687274,11.435417401018269,-0.2289982876369917,1.0589968527505078,-0.1970442163506245,0
Spiral,Flat,Void,0.0671,7434087061.218632,22.233326224591817,87.1381424202626,217.2799853284287,0.3399914293371263,4.253772167876866,9.40161093131744,0.0020923764770452,0.3565146327504091,5.644853439222787,0.1689745272793651,0.0357675211886352,-0.0655193340161744,0
Lenticular,Flat,Cluster,0.1163,75728502071.1225,21.810317130073148,41.150904238225294,212.98101937876268,0.0822913874512135,8.556539919754231,10.44818908739079,0.0042646775627633,0.1910179208720371,5.687445931622854,0.0181315266125878,1.021302752200896,0.1502563830022258,0
Spiral,Rising,Void,0.0365,9850281084.561815,23.9536678943552,94.11285796402,224.27164849074265,0.1960159110602209,10.06295745352704,10.549991709929412,0.0297359282083833,0.5427569603544928,2.905727741815104,-0.4801828339731365,0.1113270821088827,0.1416483528177396,0
Irregular,Flat,Cluster,0.1077,33319334640.23841,22.493746072565767,78.80655414604078,183.5191142627229,0.0478766758131538,8.727932813971586,12.087778114786444,0.0013782205617151,0.2501890673631473,3.895570022101649,-0.2982251196778382,0.9912698804216972,-0.0429470110180221,0
Dwarf,Declining,Cluster,0.1122,18843175244.005684,23.741207214752457,136.3702699445145,204.97343368517696,0.0865710537773765,9.669849997032664,10.892177647873773,0.0099280435920138,0.2155355983006401,10.61297681292239,-0.4171899567074008,0.9456719223621032,-0.2177558120648098,0
Lenticular,Rising,Group,0.0365,34198733199.644848,21.094825388202565,97.71909619727838,304.5955024921814,0.0926639917957623,7.87195071131757,13.658257228048903,0.0067644601831674,0.1039262879532371,8.075749607180995,0.2448103512420406,0.5452541216519553,0.1172610342071725,0
Irregular,Declining,Group,0.0144,5340004189.053951,20.034319126227015,118.6876676088001,208.52186174006837,-0.0564764044931668,9.238674185667202,7.028092364192872,0.0131914209209249,0.2365528465817146,6.68146623753573,0.3344588231394143,0.5710201362583007,0.0736581907213178,0
Dwarf,Rising,Group,0.0119,11806098457.499483,23.97568634822639,143.8063202566742,202.55380978723508,-0.0609908336378955,5.821566791940921,8.40062116812563,0.026186347372983,0.4132321602553589,0.5,-0.7205994364781889,0.4912678838602061,0.1928996047017425,0
Elliptical,Rising,Cluster,0.0974,130972443104.2699,21.691130495665803,158.11188092461254,206.173070433584,0.0149884411226359,9.10911777691739,7.683560146486188,0.0133539631684826,0.1868847822431008,7.032339653774358,0.4113185606204389,0.9648347927561388,-0.031624457003425,0
Elliptical,Flat,Void,0.0053,3069336980.666094,19.9642941011934,145.47821452347833,169.65708788245092,0.2902599105704231,6.129192471111921,9.444443257253068,0.0032272835694552,0.2399142932293084,1.2623664983634928,-0.0037443509156495,0.0,-0.2205323433146218,0
Elliptical,Rising,Void,0.109,8426593759.042717,21.58923577561933,79.14985666069573,191.26910423136707,-0.0474991567859059,6.420479910451656,6.322984263743355,0.0407889341670908,0.140006477534895,7.722487499633535,-0.0284782270011308,0.0827737077255494,0.1104084200607562,0
Lenticular,Declining,Group,0.0368,17516930736.959377,21.075628262887708,115.86552866724142,235.05169665056164,-0.2027834197427387,11.197055524160143,12.095316419735951,0.0176327777042345,0.1706976508570936,4.598045969499734,-0.1243140362603616,0.4375762115374461,-0.3126908628981099,0
Lenticular,Declining,Void,0.007,37849638014.95818,22.59537981876446,140.82970463838575,235.4222926433283,0.0811716289310523,7.432262910294825,11.03602358318999,0.0034733017013777,0.3205762328313748,4.545095864053687,-0.099696555371821,0.1447706238425191,0.2512027000112092,0
Lenticular,Rising,Group,0.0412,24447513140.401592,21.986732945366818,158.56525693954595,207.2110305655856,-0.0276752872744025,17.095287245331903,7.5261546999203395,0.020175356099973,0.461122732232859,9.281089491431228,-0.3122996886915324,0.4536982219372042,0.0533064316005144,0
Spiral,Declining,Field,0.1247,12352393178.5578,22.510749418578783,143.83644187049293,262.7244569194681,0.1343696277878038,9.116976680180915,8.961606849550787,0.0194196759937956,0.2203783277682206,4.547469463223534,0.5,0.2998228676753131,-0.067684633335964,0
Lenticular,Flat,Void,0.1018,60805960877.36221,25.08333983933199,129.91140235387522,175.62845791454384,0.0334851030721333,8.717447853900381,10.39262141861336,0.0254427236993483,0.850572979439423,9.159485552358262,-0.1696054217027542,0.0872678988931656,0.1930638389920367,0
Irregular,Declining,Void,0.123,8719805851.246187,21.81718213277293,112.79461479529738,155.7364543126269,-0.1998268024707872,5.273006916458847,7.410865617935471,0.0253745815879388,0.3489417372385504,4.765409990487623,-0.0584059975220006,0.0113998755530148,-0.1202158169632794,0
Spiral,Declining,Void,0.0715,9172952543.200329,22.59391619328932,76.6939310350897,192.36705254840763,-0.130543336037989,9.255497223651153,5.813292638239108,0.0292317687193622,0.2257319044337196,5.240870518863707,-0.1309036229530783,0.0,-0.1769957522419013,0
Lenticular,Declining,Group,0.0419,64687459022.8834,19.26803902763169,138.83417977654096,88.59858540869688,-0.1277928792665602,6.17528081198814,9.8655436229542,0.0074226506581721,0.0556517220679128,6.093789847039727,-0.3448587806098537,0.4637615403838103,0.2645238465839614,0
Dwarf,Flat,Void,0.0296,1062695023.3005298,21.37574256439544,164.35802291825712,208.039238111478,0.1908203007220618,9.640001097849456,8.186934838660617,0.0043076655727222,0.371587700441778,7.554281555253537,-0.1360131048253247,0.0183811360517709,-0.0954853991069752,0
Irregular,Rising,Cluster,0.127,6496549644.638037,22.613750817434106,138.76143546984358,162.7808340487004,0.1416506939258562,9.021321330504636,7.742682054782434,0.0119486285021429,0.3493014505254423,10.76690314824114,-0.4908680595741328,1.0108658000052175,0.0820439272524057,0
Irregular,Rising,Field,0.1239,3334928887.8954253,19.89664141566006,84.9091023543773,200.52874349041147,0.0923214831937917,5.371821607668265,12.328932532185611,0.0049794836248613,0.2856024981134866,10.139469654658368,0.0942345550311035,0.128523522381953,0.1004735131374656,0
Lenticular,Flat,Void,0.0175,196421418243.48065,21.231357386918617,105.03373622443164,214.1187335809396,-0.1018238873831532,6.141071050957965,10.962377415264658,0.0061137232563511,0.2048863085073531,9.837821519613176,0.1525157943291958,0.0,-0.4000376217049346,0
Irregular,Declining,Field,0.0816,46102801875.744286,23.574503305617714,77.67838394482837,253.3072658582253,-0.0457023599362032,11.192628466574028,8.363030761426524,0.0042642302325372,0.3395411863393865,2.9472610584149344,-0.1080686998268608,0.1835817482011422,0.1989193605055026,0
Elliptical,Declining,Cluster,0.108,61156599623.48083,21.050946141636423,114.42970751238012,100.24228658305564,-0.0236272539273936,10.065835102936664,11.1151805037052,0.0057435812610446,0.2661862071384518,13.5,0.4500529097126205,1.0916648653643604,-0.2770634378880454,0
Dwarf,Rising,Cluster,0.0806,56665185687.00051,19.68591796966989,129.34654973621303,215.66069077988604,0.0878862081385607,2.7161317860723653,10.4314697943053,0.0184741921527674,0.5094331050769114,10.111590889767005,-1.099778789633058,0.9543668006124008,0.0366417423413862,0
Irregular,Declining,Void,0.082,128630044779.3078,21.93726002649683,105.3914586064466,279.4569915241992,-0.0434225831197955,9.881328800447497,9.703404184725294,0.0157313413338394,0.5277954237558864,2.020239769392931,-0.3188442442698465,0.0139647280313363,-0.3911048293602726,0
Dwarf,Flat,Cluster,0.0324,1433712902.7937627,21.5360397462356,160.29710442469292,255.20537085990972,-0.0449516294664468,9.14006989714584,10.714565349006357,0.002847734815273,0.2398418597718829,8.76956497429854,0.1275757933922662,0.9745597757217568,-0.1627441955184864,0
Irregular,Rising,Void,0.0758,45195698483.64784,22.677182161157862,182.80790882358684,182.90757001775185,0.2581955330682582,9.694751843818736,12.76572177514972,0.0266130401967204,0.3574474607727939,7.913526772022933,-0.008013882070091,0.0426000324930559,-0.0571732961553644,0
Spiral,Declining,Field,0.0382,42222439268.24154,20.95908635595036,84.40713455125406,236.9801839124606,0.067625551719598,3.8961731678544114,13.83938997998998,0.0104749020621928,0.680224680095817,3.621029815587483,-0.2521686853587156,0.2155888027425225,-0.2177179986559908,0
Lenticular,Rising,Void,0.0173,639627070.8222104,21.85594011078945,98.23591273543953,278.3146720046041,0.1552543703709241,3.733844701579602,14.309164301958242,0.0004013620013815,0.0157367045639236,4.970192177734257,0.1375142372901763,0.0453309966322306,-0.0257400897562605,0
Lenticular,Declining,Void,0.01,68583095734.58505,22.201146910938483,108.11358330810718,186.9429740114329,-0.0263414963549449,11.175658448425446,7.763182452610434,0.0202502176832115,0.4172166780949323,3.329029184661714,-0.263217250564639,0.0517639374202891,-0.020836771905765,0
Dwarf,Declining,Cluster,0.1422,5120770025.652038,22.508107192511343,64.31613935024032,233.02479138147757,-0.225720982741287,4.094660787759469,11.608316986722611,0.0211024272221518,0.3258655195762288,0.7724872220407804,-0.4466503235704668,0.9888838873666072,0.1272609673444256,0
Elliptical,Rising,Group,0.0548,36160377319.4176,21.44964262488648,77.67211590631726,109.56592639811316,0.2849398963033546,6.745194828908572,9.59139275368872,0.00913193848973,0.5008223455427996,13.188513423577914,0.0883119144163956,0.494246814232724,0.0205048804990818,0
Dwarf,Flat,Field,0.0234,44012054078.39315,19.33877508720738,130.27034720151673,199.9682291896481,0.3434573821924939,6.278990927424744,10.843936371997334,0.0041356940806164,0.4746692684840471,2.2507416107587987,-0.3420398296327043,0.1997245300259154,0.2235662421150786,0
Dwarf,Flat,Field,0.146,26716689376.31288,23.3873089667423,107.62737591781956,307.93986661068493,0.0967146534388458,7.081393763085357,10.226462267254364,0.0046156194165352,0.3528363798909215,7.207953412351697,-0.459640705240691,0.2263026344802385,0.0217750170595518,0
Spiral,Declining,Void,0.0098,43972911254.40464,21.02383569696123,101.3324580909406,183.14699245353324,-0.1025663747532384,9.286896173381596,4.874569747422443,0.0086601804588054,0.0981464038351546,9.132234495733655,0.3145030131226357,0.0422768770442497,-0.0094507523755165,0
Lenticular,Declining,Field,0.1413,50139860209.506935,20.67077886189784,108.55850151051546,277.2870330698621,0.0807873271667329,6.97146604127049,9.878203995174704,0.0112318830075346,0.0728410483993109,5.929645161122688,0.1449238761263035,0.133289803793477,-0.2445986433374101,0
Irregular,Declining,Void,0.0224,69958503468.78444,24.30737503394286,82.29882931089213,185.4937102520746,0.1542965709712365,9.43907159179259,7.891924324267823,0.0345778095587517,0.1853602748563673,6.156549596328572,-0.530817391875949,0.014510208274641,0.2116144281468306,0
Dwarf,Rising,Group,0.0078,20334534720.61675,20.828264760498104,20.0,150.00445850706956,-0.0459720733849627,11.062648463007422,7.804619082678123,0.0002528479435723,0.2830425243248659,5.69411725871314,-0.3611953615708292,0.5094002154390644,0.1539107955230299,0
Dwarf,Rising,Field,0.0238,47916204891.554016,21.513050524994156,118.16455623458164,90.44877405001088,-0.0355225881358332,8.12361820034486,12.289756355890033,0.0210050651270072,0.2261813560406518,4.768553548803519,-0.5372719359196316,0.1719041400649333,-0.093825697784364,0
Elliptical,Flat,Void,0.0277,57990197208.98756,21.878233877033164,93.55690680596342,162.24708514135074,-0.0486749783261363,7.815452961186088,6.68401820565109,0.0167592756733703,0.1293739547867383,9.223124009805463,-0.1601063614677908,0.0035123473627102,0.18196848756982,0
Elliptical,Declining,Void,0.1417,18314440658.926243,20.259852213332568,154.5418203092467,140.6386966932726,0.1954339970999216,10.112444424919357,10.076578731486045,0.0106411656382563,0.1831726424581012,8.312786231611,0.308901170416933,0.1182316887735434,0.1490826905216886,0
Dwarf,Flat,Field,0.0435,49943821236.91684,21.879489018003916,63.51841948481941,152.7399078545761,0.3253044893153464,11.050931144713568,9.180817264095095,0.0112711758207146,0.752404481026635,6.538811525542149,-0.5559407272342924,0.2215173939366616,0.1141725824709479,0
Spiral,Rising,Group,0.0372,129787638676.86774,21.040610261024117,63.069647025859375,172.8676764165404,0.0100830851159477,4.049224779101161,11.345288592509815,0.0163997427227484,0.2143593566085473,8.56192553864952,-0.452773009951299,0.4686836549059452,-0.0012551441578334,0
Dwarf,Rising,Group,0.1141,205488462688.644,21.662769792319487,103.62532281296656,205.1459866368703,0.0909943690289722,12.280954301679408,9.440352957798751,0.0045860031684334,0.9,0.5,-0.4512365217381485,0.5251543014876582,0.2227734517406779,0
Dwarf,Flat,Cluster,0.0224,14467818597.583113,20.85846120137072,128.3367144745513,207.7079717474465,-0.139945144839829,3.0154852407844697,10.441433396134276,0.0164106504218539,0.2085237363844107,5.991989355020618,-0.513826431859064,1.0147772815956204,0.0030762846024501,0
Lenticular,Rising,Void,0.054,11543294658.943686,20.77765091733897,83.19382594513898,163.4107737056827,0.0467884267969632,2.4676386464974254,7.289029819416584,0.0013510015696301,0.3735573700882136,6.452928010340063,-0.1636553503007254,0.0673278595409812,0.1138092030981501,0
Dwarf,Rising,Void,0.114,11175043408.176668,21.83281090475336,110.64240169286438,192.6112156943825,-0.1171922166953659,8.765246131603275,10.226224454069683,0.0077138550820532,0.566860856861117,8.527559132166655,-0.6824400031044096,0.0236922331767584,0.0035796631784373,0
